id_encuesta,tipo_formulario,id_hogar,usuario,usuario_nombre,rol,estado,fecha,hora,fecha_creacion,hora_creacion,fecha_actualizacion,hora_actualizacion,fecha_finalizacion,hora_finalizacion,n_actualizaciones,enviada_base_central,fecha_envio_base_central,app_version,viv_codigo,viv_alcaldia_gobernacion,viv_prof_nombre,viv_prof_tarjeta,viv_prof_profesion,viv_prof_organismo,viv_prof_cc,viv_prof_cc_de,viv_prof_telefono,viv_prof_direccion,viv_fecha_evaluacion,viv_prop_nombres_apellidos,viv_prop_cc,viv_prop_cc_de,viv_prop_telefono,viv_prop_direccion,viv_departamento,viv_municipio,tipo_via,numero_via,sufijo_via,sufijo_via_otro,numero_generador,placa_inmueble,tipo_inmueble,nombre_conjunto,tipo_unidad,numero_unidad,torre_bloque,direccion_completa,latitud,longitud,sistema_coordenadas,fuente_georreferenciacion,precision_gps_m,direccion_geocodificada,fecha_georreferenciacion,ubicacion_confirmada,fecha_confirmacion_ubicacion,viv_corregimiento,viv_vereda,viv_req_no_beneficiario,viv_req_no_beneficiario_num,viv_req_no_beneficiario_etiqueta,viv_req_propietario,viv_req_propietario_num,viv_req_propietario_etiqueta,viv_req_certificacion_alcaldia,viv_req_certificacion_alcaldia_num,viv_req_certificacion_alcaldia_etiqueta,viv_cumple_requisitos,viv_cumple_requisitos_num,viv_cumple_requisitos_etiqueta,viv_tipo_evento,viv_tipo_evento_num,viv_tipo_evento_etiqueta,viv_tipo_evento_otro,viv_sistema_constructivo,viv_sistema_constructivo_num,viv_sistema_constructivo_etiqueta,viv_infra_muros,viv_infra_muros_nums,viv_infra_muros__L,viv_infra_muros__Bl,viv_infra_muros__M,viv_infra_muros__G,viv_infra_muros__Ba,viv_infra_muros__O,viv_infra_muros_otro,viv_infra_pisos,viv_infra_pisos_nums,viv_infra_pisos__C,viv_infra_pisos__B,viv_infra_pisos__M,viv_infra_pisos__T,viv_infra_pisos__O,viv_infra_pisos_otro,viv_infra_estructura,viv_infra_estructura_nums,viv_infra_estructura__M,viv_infra_estructura__Co,viv_infra_estructura__Ma,viv_infra_estructura__O,viv_infra_estructura_otro,viv_infra_cubierta,viv_infra_cubierta_nums,viv_infra_cubierta__Pc,viv_infra_cubierta__M,viv_infra_cubierta__Ac,viv_infra_cubierta__Tb,viv_infra_cubierta__Z,viv_infra_cubierta__P,viv_infra_cubierta__O,viv_infra_cubierta_otro,viv_mam_vigas_columnas_afectado,viv_mam_vigas_columnas_afectado_num,viv_mam_vigas_columnas_afectado_etiqueta,viv_mam_vigas_columnas_nivel,viv_mam_vigas_columnas_nivel_num,viv_mam_vigas_columnas_nivel_etiqueta,viv_mam_muros_carga_afectado,viv_mam_muros_carga_afectado_num,viv_mam_muros_carga_afectado_etiqueta,viv_mam_muros_carga_nivel,viv_mam_muros_carga_nivel_num,viv_mam_muros_carga_nivel_etiqueta,viv_mam_muros_divisorios_afectado,viv_mam_muros_divisorios_afectado_num,viv_mam_muros_divisorios_afectado_etiqueta,viv_mam_muros_divisorios_nivel,viv_mam_muros_divisorios_nivel_num,viv_mam_muros_divisorios_nivel_etiqueta,viv_mam_placa_piso_afectado,viv_mam_placa_piso_afectado_num,viv_mam_placa_piso_afectado_etiqueta,viv_mam_placa_piso_nivel,viv_mam_placa_piso_nivel_num,viv_mam_placa_piso_nivel_etiqueta,viv_mam_cubierta_afectado,viv_mam_cubierta_afectado_num,viv_mam_cubierta_afectado_etiqueta,viv_mam_cubierta_nivel,viv_mam_cubierta_nivel_num,viv_mam_cubierta_nivel_etiqueta,viv_mam_hidrosanitarias_afectado,viv_mam_hidrosanitarias_afectado_num,viv_mam_hidrosanitarias_afectado_etiqueta,viv_mam_hidrosanitarias_nivel,viv_mam_hidrosanitarias_nivel_num,viv_mam_hidrosanitarias_nivel_etiqueta,viv_mam_electricas_afectado,viv_mam_electricas_afectado_num,viv_mam_electricas_afectado_etiqueta,viv_mam_electricas_nivel,viv_mam_electricas_nivel_num,viv_mam_electricas_nivel_etiqueta,viv_mad_vigas_columnas_afectado,viv_mad_vigas_columnas_afectado_num,viv_mad_vigas_columnas_afectado_etiqueta,viv_mad_vigas_columnas_nivel,viv_mad_vigas_columnas_nivel_num,viv_mad_vigas_columnas_nivel_etiqueta,viv_mad_entrepisos_afectado,viv_mad_entrepisos_afectado_num,viv_mad_entrepisos_afectado_etiqueta,viv_mad_entrepisos_nivel,viv_mad_entrepisos_nivel_num,viv_mad_entrepisos_nivel_etiqueta,viv_mad_muros_madera_afectado,viv_mad_muros_madera_afectado_num,viv_mad_muros_madera_afectado_etiqueta,viv_mad_muros_madera_nivel,viv_mad_muros_madera_nivel_num,viv_mad_muros_madera_nivel_etiqueta,viv_mad_cubierta_afectado,viv_mad_cubierta_afectado_num,viv_mad_cubierta_afectado_etiqueta,viv_mad_cubierta_nivel,viv_mad_cubierta_nivel_num,viv_mad_cubierta_nivel_etiqueta,viv_mad_hidrosanitarias_afectado,viv_mad_hidrosanitarias_afectado_num,viv_mad_hidrosanitarias_afectado_etiqueta,viv_mad_hidrosanitarias_nivel,viv_mad_hidrosanitarias_nivel_num,viv_mad_hidrosanitarias_nivel_etiqueta,viv_mad_electricas_afectado,viv_mad_electricas_afectado_num,viv_mad_electricas_afectado_etiqueta,viv_mad_electricas_nivel,viv_mad_electricas_nivel_num,viv_mad_electricas_nivel_etiqueta,viv_requiere_evacuacion,viv_requiere_evacuacion_num,viv_requiere_evacuacion_etiqueta,viv_combo_mamposteria,viv_combo_mamposteria_num,viv_combo_mamposteria_etiqueta,viv_combo_madera,viv_combo_madera_num,viv_combo_madera_etiqueta,viv_kit_cubierta_mamposteria,viv_kit_cubierta_mamposteria_num,viv_kit_cubierta_mamposteria_etiqueta,viv_kit_cubierta_madera,viv_kit_cubierta_madera_num,viv_kit_cubierta_madera_etiqueta,viv_combo_colapso_total,viv_combo_colapso_total_num,viv_combo_colapso_total_etiqueta,viv_inf_nombre,viv_inf_cc,viv_inf_parentesco,viv_inf_telefono,viv_inf_firma,viv_declaracion_tipo,viv_declaracion_tipo_num,viv_declaracion_tipo_etiqueta,viv_nc_nombre,viv_nc_cc,viv_nc_telefono,viv_nc_firma,viv_firma_profesional_nombre,viv_firma_profesional_ok,viv_aprobo_coordinador_nombre,viv_aprobo_coordinador_ok
VIV-20260814-JPHYMA,vivienda,HOG-20260814-QZ86L,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-17,Esperanza Rios,1100000110,,3001000010,,Valle del Cauca,Santiago de Cali,Tv,94,Ninguno,,80,3,Casa,,,,,"Tv 26 # 51-47, Casa",3.398221829511974,-76.54234087641456,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,colapso_total,4,Colapso total,si,1,Sí,colapso_total,4,Colapso total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Esperanza Rios,1100000110,,,0,,,,,,,0,,0,,0
VIV-20260814-SRX3HL,vivienda,HOG-20260814-9EXF3,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-18,Beatriz Nino,1100000108,,3001000008,,Valle del Cauca,Santiago de Cali,Cra,18,Ninguno,,64,36,Casa,,,,,"Cra 17 # 59-89, Casa",3.4396411995969025,-76.52697340381589,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,colapso_total,4,Colapso total,no,2,No,colapso_total,4,Colapso total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,,,,,,,,,,,,,,,,Beatriz Nino,1100000108,,,0,,,,,,,0,,0,,0
VIV-20260814-WWULFY,vivienda,HOG-20260814-JPGES,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Vivienda,,,,,2026-08-17,Ricardo Palacios,1100000107,,3001000007,,Valle del Cauca,Santiago de Cali,Cl,35,Ninguno,,13,94,Casa,,,,,"Cl 85 # 54-72, Casa",3.470336649809798,-76.50603782441084,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,madera,2,Madera,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,leve,1,Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Ricardo Palacios,1100000107,,,0,,,,,,,0,,0,,0
VIV-20260814-WLG5UN,vivienda,HOG-20260814-VXD4S,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-16,Yolanda Correa,1100000106,,3001000006,,Valle del Cauca,Santiago de Cali,Tv,72,Ninguno,,35,8,Casa,,,,,"Tv 63 # 24-88, Casa",3.468445322650803,-76.50351886951934,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,colapso_total,4,Colapso total,no,2,No,colapso_total,4,Colapso total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Yolanda Correa,1100000106,,,0,,,,,,,0,,0,,0
VIV-20260814-YBFHDP,vivienda,HOG-20260814-LGUMB,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Vivienda,,,,,2026-08-18,Hernan Botero,1100000105,,3001000005,,Valle del Cauca,Santiago de Cali,Tv,100,Ninguno,,17,44,Casa,,,,,"Tv 53 # 71-3, Casa",3.4559011935419184,-76.5103499135469,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,madera,2,Madera,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,severo,3,Severo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Hernan Botero,1100000105,,,0,,,,,,,0,,0,,0
VIV-20260814-KEA5NY,vivienda,HOG-20260814-W6JBW,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-17,Marcela Zapata,1100000104,,3001000004,,Valle del Cauca,Santiago de Cali,Cl,6,Ninguno,,65,93,Casa,,,,,"Cl 111 # 6-17, Casa",3.475587477902285,-76.5010908338585,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,leve,1,Leve,no,2,No,leve,1,Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Marcela Zapata,1100000104,,,0,,,,,,,0,,0,,0
VIV-20260814-KWL35Y,vivienda,HOG-20260814-9LRK3,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-18,Fabiola Ospina,1100000102,,3001000002,,Valle del Cauca,Santiago de Cali,Cra,33,Ninguno,,61,21,Casa,,,,,"Cra 70 # 99-89, Casa",3.4571455567999734,-76.51708366223058,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,no,2,No,sismo,3,Sismo,,madera,2,Madera,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,moderado,2,Moderado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Fabiola Ospina,1100000102,,,0,,,,,,,0,,0,,0
VIV-20260814-BPT763,vivienda,HOG-20260814-Y2VAA,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Vivienda,,,,,2026-08-16,Jorge Salazar,1100000103,,3001000003,,Valle del Cauca,Santiago de Cali,Dg,115,Ninguno,,60,79,Casa,,,,,"Dg 23 # 97-11, Casa",3.4557287425062664,-76.51857801076986,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,moderado,2,Moderado,no,2,No,moderado,2,Moderado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,,,,,,,,,,,,,,,,Jorge Salazar,1100000103,,,0,,,,,,,0,,0,,0
VIV-20260814-E59WV4,vivienda,HOG-20260814-7D4AR,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Vivienda,,,,,2026-08-17,Alvaro Munoz,1100000101,,3001000001,,Valle del Cauca,Santiago de Cali,Dg,74,Ninguno,,2,34,Casa,,,,,"Dg 10 # 33-54, Casa",3.459816771142879,-76.52356089840072,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,mamposteria,1,Mampostería,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,si,1,Sí,moderado,2,Moderado,no,2,No,moderado,2,Moderado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,No,,,,,,,,,,,,,,,,Alvaro Munoz,1100000101,,,0,,,,,,,0,,0,,0
VIV-20260814-D7QK6H,vivienda,HOG-20260814-8WH4Y,gabriela,Gabriela,diligenciador,finalizada,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2026-08-14,20:32:38,2,0,,1.7.1,,Alcaldía de Santiago de Cali,Gabriela Guerrero,,Ingeniera Civil,Secretaría de Gestión del Riesgo,,,,,2026-08-16,Diana Castro,1100000100,,3001000000,,Valle del Cauca,Santiago de Cali,Cl,106,Ninguno,,51,97,Casa,,,,,"Cl 112 # 98-41, Casa",3.476578225825046,-76.53244474058422,EPSG:4326,GPS,,,,Sí,,,,,,,,,,,,,si,1,Sí,sismo,3,Sismo,,madera,2,Madera,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,moderado,2,Moderado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,1,Sí,,,,,,,,,,,,,,,,Diana Castro,1100000100,,,0,,,,,,,0,,0,,0
